number,time,e_kin,e_int,e_mag,mass,momentum,run_name,SN0,SN1,SN2,SN3,SN4,SN5,SN6,SN7,SN8,SN9,SN10,SNe_so_far,fit,fit_SN_component,fit_decay_component,corrected,ratcheted
104,34.81171638116626,9.398230700819145e+49,3.9534907313093724e+51,0.0,56779180.985809706,974.5838221934275,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,944.3636593123758,2899.669423813849,-1955.305764501473,2929.8895866949006,2417.3042395322445
105,35.33044474807391,9.23316051867932e+49,3.953301514236891e+51,0.0,56779180.98580972,952.2195867140016,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,915.2277053444843,2899.669423813849,-1984.4417184693646,2936.661305183366,2417.3042395322445
106,35.849173104567996,9.085852998792923e+49,3.953159358233415e+51,0.0,56779180.98580975,930.5654692972606,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,886.091751961502,2899.669423813849,-2013.5776718523468,2944.1431411496073,2417.3042395322445
107,36.36790146106208,8.952960304793066e+49,3.95306219642332e+51,0.0,56779180.98580976,909.5540398899622,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,856.9557985785198,2899.669423813849,-2042.7136252353291,2952.2676651252914,2417.3042395322445
108,36.88662981755617,8.829530652176518e+49,3.9529763565966075e+51,0.0,56779180.98580977,889.1159807136283,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,827.8198451955373,2899.669423813849,-2071.8495786183116,2960.96555933194,2417.3042395322445
109,37.40535817405026,8.715397780692284e+49,3.9529179019589225e+51,0.0,56779180.98580975,869.1995988538606,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,798.683891812555,2899.669423813849,-2100.985532001294,2970.1851308551545,2417.3042395322445
110,37.92408653054434,8.606654547374474e+49,3.952868759787967e+51,0.0,56779180.98580974,849.7266100088934,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,769.5479384295727,2899.669423813849,-2130.121485384276,2979.8480953931694,2417.3042395322445
111,38.442814895734294,8.499442249533542e+49,3.952846966156227e+51,0.0,56779180.98580967,830.6544978344499,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,740.4119845581608,2899.669423813849,-2159.257439255688,2989.911937090138,2417.3042395322445
112,38.96154325319459,8.387624145702672e+49,3.9528506197038266e+51,0.0,56779180.98580973,811.9650283567088,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,711.2760311209081,2899.669423813849,-2188.393392692941,3000.3584210496497,2417.3042395322445
113,39.48027161065488,8.272861084493637e+49,3.952840092446064e+51,0.0,56779180.985809736,793.6759086618492,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,682.1400776836563,2899.669423813849,-2217.5293461301926,3011.205254792042,2417.3042395322445
114,39.99899996811518,8.159201938297273e+49,3.952826021946724e+51,0.0,56779180.98580976,775.8346959500875,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,653.0041242464035,2899.669423813849,-2246.6652995674453,3022.4999955175326,2417.3042395322445
115,39.999,8.158823531823114e+49,3.9528258914671264e+51,0.0,56779180.985809766,775.7650455289763,cluster_cooling_mhd_large_200,True,True,True,True,True,True,True,True,True,True,True,11,653.0041224554957,2899.669423813849,-2246.665301358353,3022.4303468873295,2417.3042395322445
