# time = 1.864724e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   9.5834489945e-28   4.3418527378e-13   0.0000000000e+00   2.0000000000e-02 
  2.1424003498e+19   1.9293551715e+19   4.1149373020e+58   9.5834489945e-28   4.3418527378e-13   7.6590011129e+07   2.0000000000e-02 
  2.4123182510e+19   2.6991790117e+18   1.7612165678e+58   1.4116360341e-27   1.9761385436e-12   3.7186163202e+07   2.0000000000e-02 
  2.5541333496e+19   1.4181509868e+18   1.0992153374e+58   1.7910818736e-27   2.9708167482e-12   2.0659106321e+07   2.0000000000e-02 
  2.6698901208e+19   1.1575677122e+18   9.9260758631e+57   1.8266925007e-27   3.0566923585e-12   1.8481518148e+07   2.0000000000e-02 
  2.7779021202e+19   1.0801199935e+18   1.0072095959e+58   1.8387467656e-27   3.0823883978e-12   1.7359025142e+07   2.0000000000e-02 
  2.8794006701e+19   1.0149854992e+18   1.0206460352e+58   1.8459852019e-27   3.0947364821e-12   1.6401894801e+07   2.0000000000e-02 
  2.9761470789e+19   9.6746408837e+17   1.0422197433e+58   1.8513985147e-27   3.1015459154e-12   1.5589400634e+07   2.0000000000e-02 
  3.0684407891e+19   9.2293710123e+17   1.0594711040e+58   1.8576108608e-27   3.1085322721e-12   1.4918431340e+07   2.0000000000e-02 
  3.1558603476e+19   8.7419558521e+17   1.0640651727e+58   1.8634135815e-27   3.1147648166e-12   1.4359016559e+07   2.0000000000e-02 
  3.2397355958e+19   8.3875248221e+17   1.0778805255e+58   1.8661744018e-27   3.1179183983e-12   1.3866442714e+07   2.0000000000e-02 
  3.3211802409e+19   8.1444645127e+17   1.1014471124e+58   1.8655654417e-27   3.1181515238e-12   1.3422502684e+07   2.0000000000e-02 
  3.3991326526e+19   7.7952411619e+17   1.1060579807e+58   1.8614499053e-27   3.1174843426e-12   1.3040239947e+07   2.0000000000e-02 
  3.4741204461e+19   7.4987793504e+17   1.1129671642e+58   1.8513822928e-27   3.1165638564e-12   1.2713405208e+07   2.0000000000e-02 
  3.5477825938e+19   7.3662147703e+17   1.1410898362e+58   1.8329359683e-27   3.1158828852e-12   1.2424501989e+07   2.0000000000e-02 
  3.6176302466e+19   6.9847652870e+17   1.1266729832e+58   1.8049349396e-27   3.1154542759e-12   1.2163551695e+07   2.0000000000e-02 
  3.6859901876e+19   6.8359940924e+17   1.1456200963e+58   1.7671633799e-27   3.1149396934e-12   1.1924498900e+07   2.0000000000e-02 
  3.7499081997e+19   6.3918012191e+17   1.1103265435e+58   1.7214120052e-27   3.1140518462e-12   1.1707757184e+07   2.0000000000e-02 
  3.8103907821e+19   6.0482582358e+17   1.0860939744e+58   1.6702959047e-27   3.1126107404e-12   1.1516711058e+07   2.0000000000e-02 
  3.8668587434e+19   5.6467961316e+17   1.0456133640e+58   1.6154689590e-27   3.1106025022e-12   1.1349301568e+07   2.0000000000e-02 
  3.9195547434e+19   5.2696000007e+17   1.0037119130e+58   1.5581314177e-27   3.1082401118e-12   1.1203839722e+07   2.0000000000e-02 
  3.9683721992e+19   4.8817455802e+17   9.5423714556e+57   1.4984303545e-27   3.1058571409e-12   1.1077515056e+07   2.0000000000e-02 
  4.0129694608e+19   4.4597261574e+17   8.9251266853e+57   1.4386585788e-27   3.1037302311e-12   1.0968779723e+07   2.0000000000e-02 
  4.0545141950e+19   4.1544734230e+17   8.4946577374e+57   1.3870842349e-27   3.1019459409e-12   1.0874069777e+07   2.0000000000e-02 
  4.0930551713e+19   3.8540976247e+17   8.0377030338e+57   1.3494776873e-27   3.1004935063e-12   1.0789420034e+07   2.0000000000e-02 
  4.1300997473e+19   3.7044576065e+17   7.8696312687e+57   1.3243001711e-27   3.0993161433e-12   1.0712025226e+07   2.0000000000e-02 
  4.1651786894e+19   3.5078942072e+17   7.5833462269e+57   1.3087716063e-27   3.0983545734e-12   1.0640360574e+07   2.0000000000e-02 
  4.2006599858e+19   3.5481296370e+17   7.8013709147e+57   1.2998777570e-27   3.0975353447e-12   1.0572418576e+07   2.0000000000e-02 
  4.2342784006e+19   3.3618414788e+17   7.5143813727e+57   1.2950413443e-27   3.0968135788e-12   1.0508066816e+07   2.0000000000e-02 
  4.2678152093e+19   3.3536808695e+17   7.6159769912e+57   1.2924755226e-27   3.0961380459e-12   1.0447534858e+07   2.0000000000e-02 
  4.3003325185e+19   3.2517309188e+17   7.4996405702e+57   1.2908971779e-27   3.0954473729e-12   1.0389868952e+07   2.0000000000e-02 
