# time = 2.914423e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   7.2898457630e-28   9.8479025703e-13   0.0000000000e+00   2.0000000000e-02 
  1.9401809165e+19   1.7271357381e+19   3.0552018442e+58   7.2898457630e-28   9.8479025703e-13   2.0252715317e+07   2.0000000000e-02 
  2.3065262141e+19   3.6634529759e+18   2.0807556869e+58   8.6003057706e-28   1.2909146471e-12   1.0153489973e+07   2.0000000000e-02 
  2.6071635055e+19   3.0063729143e+18   2.2832305174e+58   8.6982872567e-28   1.3132195226e-12   8.9509472761e+06   2.0000000000e-02 
  2.9071829057e+19   3.0001940025e+18   2.8689013343e+58   8.4605648715e-28   1.3261785061e-12   8.7165493744e+06   2.0000000000e-02 
  3.1844891399e+19   2.7730623421e+18   3.2350606184e+58   8.2521615868e-28   1.3426286555e-12   8.6012051161e+06   2.0000000000e-02 
  3.3202152458e+19   1.3572610590e+18   1.8043941645e+58   8.2257467193e-28   1.3552674338e-12   8.5478863264e+06   2.0000000000e-02 
  3.4072488176e+19   8.7033571795e+17   1.2375526402e+58   8.4986673231e-28   1.3629328476e-12   8.5104123798e+06   2.0000000000e-02 
  3.5191448859e+19   1.1189606822e+18   1.6866183711e+58   8.8925588618e-28   1.3713796145e-12   8.4983146004e+06   2.0000000000e-02 
  3.6831815951e+19   1.6403670924e+18   2.6736934710e+58   8.9290555774e-28   1.3815650045e-12   8.4879156002e+06   2.0000000000e-02 
  3.8706397403e+19   1.8745814516e+18   3.3610637484e+58   8.8275733890e-28   1.3944087839e-12   8.4531759547e+06   2.0000000000e-02 
  3.9587195320e+19   8.8079791760e+17   1.6962775637e+58   8.7699438125e-28   1.4043653968e-12   8.4219987071e+06   2.0000000000e-02 
  4.0288535442e+19   7.0134012145e+17   1.4057866227e+58   8.8090692779e-28   1.4097858833e-12   8.4105304942e+06   2.0000000000e-02 
  4.0869341947e+19   5.8080650564e+17   1.2018495881e+58   8.9220194889e-28   1.4143044848e-12   8.4103184607e+06   2.0000000000e-02 
  4.1700424031e+19   8.3108208327e+17   1.7801252708e+58   9.0314015708e-28   1.4192100302e-12   8.4123387151e+06   2.0000000000e-02 
  4.3215900505e+19   1.5154764739e+18   3.4334249102e+58   9.1275402028e-28   1.4279778897e-12   8.4195687393e+06   2.0000000000e-02 
  4.4666309401e+19   1.4504088963e+18   3.5195058847e+58   9.1480223155e-28   1.4385299382e-12   8.4486330353e+06   2.0000000000e-02 
  4.5994579199e+19   1.3282697978e+18   3.4301031954e+58   9.1134738620e-28   1.4484063019e-12   8.4895678335e+06   2.0000000000e-02 
  4.6625934684e+19   6.3135548510e+17   1.7015508395e+58   9.0758495044e-28   1.4553332211e-12   8.5230548504e+06   2.0000000000e-02 
