# time = 4.160808e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   4.5288906645e-31   3.4274838354e-14   0.0000000000e+00   9.9248591688e-02 
  2.5331527720e+18   4.0270098881e+17   2.7583798500e+55   4.5288906645e-31   3.4274838354e-14   2.3165119543e+03   9.9248591688e-02 
  3.3713512313e+18   8.3819845925e+17   9.2421109547e+55   4.5291934406e-31   3.4275316940e-14   3.1163573856e+03   9.9248591688e-02 
  4.2937762865e+18   9.2242505527e+17   1.7108469017e+56   4.5301805536e-31   3.4276050716e-14   5.3756751214e+03   9.9248591688e-02 
  4.7186650616e+18   4.2488877508e+17   1.0850048305e+56   4.5312846319e-31   3.4276748477e-14   5.3107100551e+03   9.9248591688e-02 
  5.0964583114e+18   3.7779324978e+17   1.1439578322e+56   4.5324784343e-31   3.4277050128e-14   6.3335557933e+03   9.9248591688e-02 
  5.7719979777e+18   6.7553966636e+17   2.5101251420e+56   4.5351944584e-31   3.4277249116e-14   8.4148438410e+03   9.9248591688e-02 
  6.3837125638e+18   6.1171458608e+17   2.8420116926e+56   4.5392860112e-31   3.4277329391e-14   1.0614926030e+04   9.9248591688e-02 
  7.2119430843e+18   8.2823052049e+17   4.8154659855e+56   4.5451764177e-31   3.4277390921e-14   1.3019272816e+04   9.9248591688e-02 
  8.0137403319e+18   8.0179724759e+17   5.8447951658e+56   4.5530021722e-31   3.4277129396e-14   1.6507103890e+04   9.9248591688e-02 
  9.0217768711e+18   1.0080365392e+18   9.2011768555e+56   4.5629814847e-31   3.4276728484e-14   2.0824455946e+04   9.9248591688e-02 
  1.0065047383e+19   1.0432705124e+18   1.1952161222e+57   4.5759267802e-31   3.4276214255e-14   2.6326789697e+04   9.9248591688e-02 
  1.1300940116e+19   1.2358927320e+18   1.7744374409e+57   4.5922173675e-31   3.4275577636e-14   3.3334184773e+04   9.9248591688e-02 
  1.2627036903e+19   1.3260967870e+18   2.3877093863e+57   4.6124519172e-31   3.4274897467e-14   4.1532974111e+04   9.9248591688e-02 
  1.4145893527e+19   1.5188566246e+18   3.4239241451e+57   4.6371139910e-31   3.4274226699e-14   5.0892017310e+04   9.9248591688e-02 
  1.5859500931e+19   1.7136074041e+18   4.8521228128e+57   4.6677246731e-31   3.4273550426e-14   6.2149622141e+04   9.9248591688e-02 
  1.7773318498e+19   1.9138175670e+18   6.8084061262e+57   4.7050381906e-31   3.4272856738e-14   7.6035763767e+04   9.9248591688e-02 
  1.9935711362e+19   2.1623928633e+18   9.6705454006e+57   4.7503515146e-31   3.4272068855e-14   9.3058962838e+04   9.9248591688e-02 
  2.2278689401e+19   2.3429780396e+18   1.3130614810e+58   4.8042646719e-31   3.4270899096e-14   1.1443930034e+05   9.9248591688e-02 
  2.4945210033e+19   2.6665206317e+18   1.8701645816e+58   4.8686541064e-31   3.4269145075e-14   1.4076140483e+05   9.9248591688e-02 
  2.7809523990e+19   2.8643139573e+18   2.5068013256e+58   4.9446720680e-31   3.4267056960e-14   1.7001317110e+05   9.9248591688e-02 
  3.1141912590e+19   3.3323885997e+18   3.6421399600e+58   5.0353214606e-31   3.4264956150e-14   2.0007165182e+05   9.9248591688e-02 
  3.4681163701e+19   3.5392511114e+18   4.8220968864e+58   5.1416103394e-31   3.4262864636e-14   2.2923629592e+05   9.9248591688e-02 
  3.8705193348e+19   4.0240296469e+18   6.8151709105e+58   5.2657005943e-31   3.4261152028e-14   2.5809258585e+05   9.9248591688e-02 
  4.2983010665e+19   4.2778173168e+18   8.9760987053e+58   5.4121507232e-31   3.4259324975e-14   2.8395533123e+05   9.9248591688e-02 
  4.7879235972e+19   4.8962253072e+18   1.2711545697e+59   5.5811434643e-31   3.4256917444e-14   3.0738568775e+05   9.9248591688e-02 
  5.2661289021e+19   4.7820530492e+18   1.5197562387e+59   5.7702719334e-31   3.4254474586e-14   3.2852273910e+05   9.9248591688e-02 
  5.9983351763e+19   7.3220627417e+18   2.9229111603e+59   6.0226644893e-31   3.4252900201e-14   3.5284869174e+05   9.9248591688e-02 
  7.1007342331e+19   1.1023990568e+19   5.9565350958e+59   6.4213916185e-31   3.4254957114e-14   3.8631645297e+05   9.9248591688e-02 
  7.5035201953e+19   4.0278596220e+18   2.6995606088e+59   6.7634482893e-31   3.4257032814e-14   3.9508000595e+05   9.9248591688e-02 
  7.8717003056e+19   3.6818011028e+18   2.7348650796e+59   6.9538342152e-31   3.4260337828e-14   3.8995894095e+05   9.9248591688e-02 
  8.2601673433e+19   3.8846703775e+18   3.1765616277e+59   7.1629734875e-31   3.4261341104e-14   3.9355366261e+05   9.9248591688e-02 
  8.6768288377e+19   4.1666149434e+18   3.7557235800e+59   7.4089672862e-31   3.4260788127e-14   3.9936971034e+05   9.9248591688e-02 
  9.0614039550e+19   3.8457511735e+18   3.8020672588e+59   7.6772123204e-31   3.4258638857e-14   4.0434312962e+05   9.9248591688e-02 
  9.5557593488e+19   4.9435539381e+18   5.3841633580e+59   8.0016872650e-31   3.4258841588e-14   4.0148343283e+05   9.9248591688e-02 
  1.0041393163e+20   4.8563381429e+18   5.8604859060e+59   8.3927015307e-31   3.4257604791e-14   4.0323399961e+05   9.9248591688e-02 
  1.0509491336e+20   4.6809817300e+18   6.2118785385e+59   8.8057159685e-31   3.4255063265e-14   4.1263834778e+05   9.9248591688e-02 
  1.0957506684e+20   4.4801534811e+18   6.4870679339e+59   9.2379574284e-31   3.4252655016e-14   4.2315409820e+05   9.9248591688e-02 
  1.1511739130e+20   5.5423244569e+18   8.7923887056e+59   9.7572897429e-31   3.4249509835e-14   4.4014862751e+05   9.9248591688e-02 
  1.2072563541e+20   5.6082441061e+18   9.8017746358e+59   1.0380514899e-30   3.4246602723e-14   4.5895716159e+05   9.9248591688e-02 
  1.2612130225e+20   5.3956668432e+18   1.0330459700e+60   1.1044060298e-30   3.4246593553e-14   4.7349004684e+05   9.9248591688e-02 
  1.3150818773e+20   5.3868854771e+18   1.1234197383e+60   1.1747461347e-30   3.4247756315e-14   4.9003602208e+05   9.9248591688e-02 
  1.3790121306e+20   6.3930253321e+18   1.4580193901e+60   1.2586258181e-30   3.4246970588e-14   5.1656671526e+05   9.9248591688e-02 
  1.4434402843e+20   6.4428153674e+18   1.6127024374e+60   1.3567742165e-30   3.4244001244e-14   5.5483978286e+05   9.9248591688e-02 
  1.5052658350e+20   6.1825550736e+18   1.6890576958e+60   1.4609203825e-30   3.4239354201e-14   5.9864459802e+05   9.9248591688e-02 
  1.5718627163e+20   6.6596881314e+18   1.9813575169e+60   1.5762561126e-30   3.4235334681e-14   6.3801285048e+05   9.9248591688e-02 
  1.6478983178e+20   7.6035601505e+18   2.4768223860e+60   1.7156112872e-30   3.4231312875e-14   6.7841939765e+05   9.9248591688e-02 
  1.7223516995e+20   7.4453381718e+18   2.6572302259e+60   1.8737678636e-30   3.4226994634e-14   7.1676980536e+05   9.9248591688e-02 
  1.7879447588e+20   6.5593059238e+18   2.5394864200e+60   2.0329997060e-30   3.4223986206e-14   7.4719303312e+05   9.9248591688e-02 
  1.8742058499e+20   8.6261091168e+18   3.6351098065e+60   2.2233608938e-30   3.4218526355e-14   7.6372456073e+05   9.9248591688e-02 
  1.9793078798e+20   1.0510202992e+19   4.9043614913e+60   2.4812771205e-30   3.4217255100e-14   7.8387795464e+05   9.9248591688e-02 
  2.0865837106e+20   1.0727583073e+19   5.5726800923e+60   2.7884132067e-30   3.4209893964e-14   8.1357795766e+05   9.9248591688e-02 
  2.1855753418e+20   9.8991631188e+18   5.6770261976e+60   3.1084764477e-30   3.4201533264e-14   8.4895462159e+05   9.9248591688e-02 
  2.3080116365e+20   1.2243629469e+19   7.7687977357e+60   3.4812284666e-30   3.4186463257e-14   9.0312826730e+05   9.9248591688e-02 
  2.4149087000e+20   1.0689706357e+19   7.4922289951e+60   3.8957152189e-30   3.4170216012e-14   9.5443944272e+05   9.9248591688e-02 
  2.5720564608e+20   1.5714776075e+19   1.2282151893e+61   4.4124524176e-30   3.4148202878e-14   1.0044145835e+06   9.9248591688e-02 
  2.6857273092e+20   1.1367084845e+19   9.8735214890e+60   4.9748076043e-30   3.4123462528e-14   1.0523102831e+06   9.9248591688e-02 
  2.7870795816e+20   1.0135227236e+19   9.5379108199e+60   5.4623567857e-30   3.4101923409e-14   1.0894358126e+06   9.9248591688e-02 
  2.8940222936e+20   1.0694271203e+19   1.0844699328e+61   5.9376562022e-30   3.4079304034e-14   1.1241656704e+06   9.9248591688e-02 
