# time = 1.491582e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   3.5941712677e-27   1.5999574731e-11   0.0000000000e+00   2.0649958493e-02 
  1.7501596217e+19   1.5371144433e+19   2.2414936482e+58   3.5941712677e-27   1.5999574731e-11   2.3118883775e+07   2.0649958493e-02 
  2.1791419421e+19   4.2898232048e+18   2.0890173887e+58   3.6275251790e-27   1.7995274576e-11   1.4916221656e+07   2.0703434988e-02 
  2.4224465002e+19   2.4330455809e+18   1.6200193066e+58   2.5219191286e-27   1.9212033975e-11   1.0445668876e+07   2.1312650789e-02 
  2.7093151673e+19   2.8686866711e+18   2.3758448816e+58   1.6554964408e-27   1.9161400995e-11   1.0791304950e+07   2.2356214102e-02 
  2.8469771685e+19   1.3766200113e+18   1.3354356934e+58   9.6124451912e-28   1.9136286462e-11   1.1536824003e+07   2.7298205242e-02 
  3.0119050831e+19   1.6492791458e+18   1.7790505174e+58   7.3845882050e-28   1.9012969539e-11   1.1763836810e+07   5.5322313230e-02 
  3.1642981251e+19   1.5239304209e+18   1.8266119349e+58   7.5002200983e-28   1.9000139266e-11   1.1991765402e+07   1.0081484517e-01 
  3.3348068959e+19   1.7050877078e+18   2.2630978823e+58   9.0699532961e-28   1.8942629814e-11   1.2246151427e+07   1.7225792660e-01 
  3.4870667483e+19   1.5225985242e+18   2.2264591357e+58   1.3916564600e-27   1.8967388988e-11   1.2571290826e+07   2.6010877798e-01 
  3.5756807020e+19   8.8613953693e+17   1.3887437864e+58   1.9576576043e-27   1.8848057371e-11   1.3108026161e+07   3.5250937742e-01 
  3.6602558902e+19   8.4575188178e+17   1.3912402284e+58   2.6660683465e-27   1.8803507126e-11   1.3324974652e+07   4.7385738561e-01 
  3.7553961596e+19   9.5140269427e+17   1.6437537833e+58   2.8706244488e-27   1.8716877345e-11   1.3584457357e+07   5.7789172338e-01 
  3.8967244326e+19   1.4132827297e+18   2.6001111504e+58   2.8156648655e-27   1.8611171931e-11   1.3871395005e+07   6.4656512089e-01 
