# time = 2.806042e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   3.2180279375e-31   3.5828956049e-14   0.0000000000e+00   9.9248591688e-02 
  2.7608246244e+18   6.3037284117e+17   4.7641956098e+55   3.2180279375e-31   3.5828956049e-14  -1.9838281580e+04   9.9248591688e-02 
  3.7137353054e+18   9.5291068096e+17   1.2640000786e+56   3.2182198167e-31   3.5828622299e-14  -3.7330319180e+04   9.9248591688e-02 
  4.7034329950e+18   9.8969768966e+17   2.2129992353e+56   3.2189090697e-31   3.5828735060e-14  -5.9779658148e+04   9.9248591688e-02 
  5.2249809785e+18   5.2154798345e+17   1.6166022949e+56   3.2199104251e-31   3.5828787147e-14  -7.4659218407e+04   9.9248591688e-02 
  5.6786513887e+18   4.5367041022e+17   1.6954432856e+56   3.2212016791e-31   3.5828793093e-14  -8.3762240147e+04   9.9248591688e-02 
  6.4309791139e+18   7.5232772524e+17   3.4703806370e+56   3.2238094724e-31   3.5828799340e-14  -9.4644364009e+04   9.9248591688e-02 
  7.1287820295e+18   6.9780291555e+17   4.0343162341e+56   3.2277877977e-31   3.5828808432e-14  -1.0746519089e+05   9.9248591688e-02 
  8.0529711314e+18   9.2418910191e+17   6.7002452721e+56   3.2333737801e-31   3.5828818451e-14  -1.2151245324e+05   9.9248591688e-02 
  8.9611737114e+18   9.0820258002e+17   8.2673275509e+56   3.2407890697e-31   3.5828829885e-14  -1.3718623212e+05   9.9248591688e-02 
  1.0088312677e+19   1.1271389655e+18   1.2864721820e+57   3.2504257383e-31   3.5828840566e-14  -1.5442795623e+05   9.9248591688e-02 
  1.1262520059e+19   1.1742073816e+18   1.6833016244e+57   3.2627715213e-31   3.5828855058e-14  -1.7379369592e+05   9.9248591688e-02 
  1.2644294979e+19   1.3817749202e+18   2.4837847786e+57   3.2782284911e-31   3.5828866532e-14  -1.9525271243e+05   9.9248591688e-02 
  1.4130086945e+19   1.4857919667e+18   3.3495954523e+57   3.2974668553e-31   3.5828880442e-14  -2.1927781414e+05   9.9248591688e-02 
  1.5824594930e+19   1.6945079848e+18   4.7817396285e+57   3.3210158760e-31   3.5828897413e-14  -2.4585690114e+05   9.9248591688e-02 
  1.7727954510e+19   1.9033595798e+18   6.7388745767e+57   3.3501681498e-31   3.5828922335e-14  -2.7585896043e+05   9.9248591688e-02 
  1.9848754478e+19   2.1207999678e+18   9.4177671980e+57   3.3856169103e-31   3.5828950617e-14  -3.0931666369e+05   9.9248591688e-02 
  2.2237462539e+19   2.3887080607e+18   1.3306346409e+58   3.4285967184e-31   3.5828977931e-14  -3.4672976367e+05   9.9248591688e-02 
  2.4829111859e+19   2.5916493204e+18   1.8054688234e+58   3.4797049368e-31   3.5829001817e-14  -3.8794792505e+05   9.9248591688e-02 
  2.7767710092e+19   2.9385982326e+18   2.5565879611e+58   3.5406898318e-31   3.5829049287e-14  -4.3358412812e+05   9.9248591688e-02 
  3.0930531276e+19   3.1628211846e+18   3.4268475990e+58   3.6126479505e-31   3.5829117683e-14  -4.8387597974e+05   9.9248591688e-02 
  3.4585514713e+19   3.6549834372e+18   4.9337933579e+58   3.6985655377e-31   3.5829219052e-14  -5.4019100821e+05   9.9248591688e-02 
  3.8466924674e+19   3.8814099610e+18   6.5135434072e+58   3.7995626664e-31   3.5829327791e-14  -6.0227012045e+05   9.9248591688e-02 
  4.2853503584e+19   4.3865789098e+18   9.1221278648e+58   3.9174575894e-31   3.5829451497e-14  -6.7032074800e+05   9.9248591688e-02 
  4.7510716144e+19   4.6572125602e+18   1.1957855232e+59   4.0542945865e-31   3.5829622482e-14  -7.4492740774e+05   9.9248591688e-02 
  5.2815629178e+19   5.3049130332e+18   1.6790463678e+59   4.2143417135e-31   3.5829814777e-14  -8.2703423647e+05   9.9248591688e-02 
  5.8066139184e+19   5.2505100060e+18   2.0295330448e+59   4.3939261627e-31   3.5829997625e-14  -9.1409026553e+05   9.9248591688e-02 
  6.5869071270e+19   7.8029320860e+18   3.7702537106e+59   4.6303198618e-31   3.5830307090e-14  -1.0220608516e+06   9.9248591688e-02 
  7.7355689369e+19   1.1486618099e+19   7.4183684578e+59   4.9968949463e-31   3.5830811728e-14  -1.1814727172e+06   9.9248591688e-02 
  8.1759291864e+19   4.4036024949e+18   3.5034102195e+59   5.3108677986e-31   3.5831237226e-14  -1.3129138191e+06   9.9248591688e-02 
  8.5728198963e+19   3.9689070998e+18   3.4983788748e+59   5.4943101086e-31   3.5831500229e-14  -1.3824359598e+06   9.9248591688e-02 
  8.9861631560e+19   4.1334325967e+18   4.0044204010e+59   5.6928604068e-31   3.5831747422e-14  -1.4497793039e+06   9.9248591688e-02 
  9.4241986064e+19   4.3803545045e+18   4.6651511673e+59   5.9248168315e-31   3.5832031507e-14  -1.5207490893e+06   9.9248591688e-02 
  9.8311449337e+19   4.0694632731e+18   4.7408280516e+59   6.1792830981e-31   3.5832320819e-14  -1.5912771839e+06   9.9248591688e-02 
