# time = 3.248210e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   4.0416795952e-31   4.1645557972e-14   0.0000000000e+00   9.9248591688e-02 
  2.6151434604e+18   4.8469167723e+17   3.4411557404e+55   4.0416795952e-31   4.1645557972e-14  -3.3002180468e+03   9.9248591688e-02 
  3.4868675301e+18   8.7172406966e+17   1.0266426857e+56   4.0419320255e-31   4.1645454945e-14  -6.4361492383e+03   9.9248591688e-02 
  4.4172515947e+18   9.3038406459e+17   1.8345106615e+56   4.0427363867e-31   4.1645444863e-14  -1.0797009708e+04   9.9248591688e-02 
  4.8768119468e+18   4.5956035213e+17   1.2481233344e+56   4.0438513611e-31   4.1645424608e-14  -1.3592274971e+04   9.9248591688e-02 
  5.2817745876e+18   4.0496264078e+17   1.3135947157e+56   4.0452550625e-31   4.1645404698e-14  -1.5212406518e+04   9.9248591688e-02 
  5.9815984169e+18   6.9982382931e+17   2.7927626899e+56   4.0481866676e-31   4.1645376401e-14  -1.7225308953e+04   9.9248591688e-02 
  6.6204390710e+18   6.3884065412e+17   3.1900376869e+56   4.0526650475e-31   4.1645341735e-14  -1.9616315441e+04   9.9248591688e-02 
  7.4790677998e+18   8.5862872879e+17   5.3690774616e+56   4.0589524797e-31   4.1645301957e-14  -2.2248332618e+04   9.9248591688e-02 
  8.3146487773e+18   8.3558097746e+17   6.5540856196e+56   4.0673021074e-31   4.1645257751e-14  -2.5208309791e+04   9.9248591688e-02 
  9.3607660565e+18   1.0461172793e+18   1.0279601345e+57   4.0781660847e-31   4.1645208560e-14  -2.8492409892e+04   9.9248591688e-02 
  1.0445629760e+19   1.0848637035e+18   1.3383510847e+57   4.0921051836e-31   4.1645147249e-14  -3.2211836221e+04   9.9248591688e-02 
  1.1727816157e+19   1.2821863967e+18   1.9826735355e+57   4.1095638436e-31   4.1645065139e-14  -3.6302136141e+04   9.9248591688e-02 
  1.3103872020e+19   1.3760558629e+18   2.6683497559e+57   4.1313001806e-31   4.1644953966e-14  -4.0848156832e+04   9.9248591688e-02 
  1.4677317307e+19   1.5734452877e+18   3.8191552207e+57   4.1579013949e-31   4.1644805932e-14  -4.5835940748e+04   9.9248591688e-02 
  1.6447865641e+19   1.7705483337e+18   5.3944810733e+57   4.1908602756e-31   4.1644621812e-14  -5.1444271161e+04   9.9248591688e-02 
  1.8421638821e+19   1.9737731801e+18   7.5474849792e+57   4.2309292755e-31   4.1644363542e-14  -5.7747351662e+04   9.9248591688e-02 
  2.0648445722e+19   2.2268069014e+18   1.0690330708e+58   4.2795052925e-31   4.1644100474e-14  -6.5062203635e+04   9.9248591688e-02 
  2.3062270943e+19   2.4138252208e+18   1.4503499054e+58   4.3371930008e-31   4.1643776318e-14  -7.3220087946e+04   9.9248591688e-02 
  2.5805270745e+19   2.7429998017e+18   2.0600250813e+58   4.4060055985e-31   4.1643354227e-14  -8.2213154674e+04   9.9248591688e-02 
  2.8752030568e+19   2.9467598227e+18   2.7581792810e+58   4.4871174693e-31   4.1642831610e-14  -9.2247727657e+04   9.9248591688e-02 
  3.2171179867e+19   3.4191492994e+18   3.9910689224e+58   4.5840178628e-31   4.1642172046e-14  -1.0356278675e+05   9.9248591688e-02 
  3.5797602935e+19   3.6264230675e+18   5.2681633113e+58   4.6979585540e-31   4.1641377874e-14  -1.1636827016e+05   9.9248591688e-02 
  3.9907686541e+19   4.1100836068e+18   7.4076330018e+58   4.8309634188e-31   4.1640268105e-14  -1.3031219001e+05   9.9248591688e-02 
  4.4269968616e+19   4.3622820744e+18   9.7195434352e+58   4.9853611890e-31   4.1638882322e-14  -1.4587635674e+05   9.9248591688e-02 
  4.9258552900e+19   4.9885842841e+18   1.3722301935e+59   5.1661888304e-31   4.1637076598e-14  -1.6280446791e+05   9.9248591688e-02 
  5.4143091722e+19   4.8845388220e+18   1.6419171920e+59   5.3682095188e-31   4.1634912875e-14  -1.8012439499e+05   9.9248591688e-02 
  6.1497743121e+19   7.3546513993e+18   3.0939946513e+59   5.6346400003e-31   4.1631828134e-14  -2.0042284960e+05   9.9248591688e-02 
  7.2530328724e+19   1.1032585603e+19   6.2402000871e+59   6.0540966316e-31   4.1626543297e-14  -2.2881076945e+05   9.9248591688e-02 
  7.6612904301e+19   4.0825755765e+18   2.8536432092e+59   6.4120340655e-31   4.1621844211e-14  -2.4980918077e+05   9.9248591688e-02 
  8.0347630083e+19   3.7347257821e+18   2.8911557051e+59   6.6171653421e-31   4.1619130667e-14  -2.5958767776e+05   9.9248591688e-02 
