# time = 4.273510e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   1.2738320038e-29   1.6908584063e-12   0.0000000000e+00   9.7339110550e-02 
  2.8909404233e+18   7.6048864001e+17   6.0701404236e+55   1.2738320038e-29   1.6908584063e-12   6.4425544577e+04   9.7339110550e-02 
  3.5779374372e+18   6.8699701394e+17   9.0655111198e+55   1.2765896790e-29   1.6906484313e-12   1.4657349672e+05   9.7339110550e-02 
  4.2914578146e+18   7.1352037741e+17   1.3919622901e+56   1.2982245650e-29   1.6901738369e-12   2.6800336731e+05   9.7339110550e-02 
  5.2767187847e+18   9.8526097007e+17   2.8437525694e+56   1.3274205979e-29   1.6898354684e-12   3.7953424829e+05   9.7339110550e-02 
  6.4249381812e+18   1.1482193965e+18   4.9551990131e+56   1.3764881991e-29   1.6897131250e-12   5.3450034423e+05   9.7339110550e-02 
  7.7674198667e+18   1.3424816855e+18   8.5204147133e+56   1.4511637984e-29   1.6896290420e-12   7.3603861592e+05   9.7339110550e-02 
  9.9085044493e+18   2.1410845826e+18   2.1118683649e+57   1.5908195145e-29   1.6894638595e-12   1.0353159443e+06   9.7339110550e-02 
  1.3001446015e+19   3.0929415657e+18   5.1309810655e+57   1.8384429134e-29   1.6893120036e-12   1.4724757507e+06   9.7339110550e-02 
  1.6328907731e+19   3.3274617156e+18   9.0314344818e+57   2.1954148254e-29   1.6892404190e-12   1.9886206816e+06   9.7339110550e-02 
  1.9591873682e+19   3.2629659513e+18   1.3263155301e+58   2.6255897978e-29   1.6895394909e-12   2.4813654233e+06   9.7339110550e-02 
  2.2922226024e+19   3.3303523425e+18   1.8949312519e+58   3.1525557635e-29   1.6898426303e-12   2.9051455092e+06   9.7339110550e-02 
  2.6384087398e+19   3.4618613736e+18   2.6483639106e+58   3.8065762195e-29   1.6915948336e-12   3.3158425853e+06   9.7339110550e-02 
