# time = 3.552022e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   3.5862913276e-31   2.9802947257e-14   0.0000000000e+00   9.9248591688e-02 
  2.6640979310e+18   5.3364614781e+17   3.8698006986e+55   3.5862913276e-31   2.9802947257e-14   1.3600456210e+04   9.9248591688e-02 
  3.5878538343e+18   9.2375590331e+17   1.1425818570e+56   3.5866328319e-31   2.9803120827e-14   2.6065526984e+04   9.9248591688e-02 
  4.5781063546e+18   9.9025252030e+17   2.0846539481e+56   3.5877704226e-31   2.9802843937e-14   4.3565094328e+04   9.9248591688e-02 
  5.0612042163e+18   4.8309786172e+17   1.4113684232e+56   3.5889147892e-31   2.9802602057e-14   5.3859990809e+04   9.9248591688e-02 
  5.4863808937e+18   4.2517667740e+17   1.4868273846e+56   3.5900602198e-31   2.9802443179e-14   5.9339975446e+04   9.9248591688e-02 
  6.2139280001e+18   7.2754710639e+17   3.1330334420e+56   3.5922980726e-31   2.9802183235e-14   6.5588409771e+04   9.9248591688e-02 
  6.8841553736e+18   6.7022737351e+17   3.6154837656e+56   3.5959073738e-31   2.9801756636e-14   7.2494629556e+04   9.9248591688e-02 
  7.7772798320e+18   8.9312445835e+17   6.0388145375e+56   3.6009222109e-31   2.9801109510e-14   7.8761991741e+04   9.9248591688e-02 
  8.6509661430e+18   8.7368631096e+17   7.4147591042e+56   3.6077054821e-31   2.9800359393e-14   8.4193479207e+04   9.9248591688e-02 
  9.7391272292e+18   1.0881610862e+18   1.1574906438e+57   3.6165012446e-31   2.9799574447e-14   9.0335678145e+04   9.9248591688e-02 
  1.0871100101e+19   1.1319728721e+18   1.5121257976e+57   3.6281516671e-31   2.9798721368e-14   9.7267038615e+04   9.9248591688e-02 
  1.2205751134e+19   1.3346510326e+18   2.2353969474e+57   3.6422713829e-31   2.9797862654e-14   1.0549731712e+05   9.9248591688e-02 
  1.3640749403e+19   1.4349982695e+18   3.0147461944e+57   3.6604279988e-31   2.9797013356e-14   1.1657160215e+05   9.9248591688e-02 
  1.5280563405e+19   1.6398140018e+18   4.3136569927e+57   3.6822124247e-31   2.9796235928e-14   1.3076072507e+05   9.9248591688e-02 
  1.7127691705e+19   1.8471282997e+18   6.1013824233e+57   3.7097005447e-31   2.9795430674e-14   1.4657002030e+05   9.9248591688e-02 
  1.9188224810e+19   2.0605331047e+18   8.5465193970e+57   3.7430753261e-31   2.9794528566e-14   1.6356628477e+05   9.9248591688e-02 
  2.1511942197e+19   2.3237173876e+18   1.2105903090e+58   3.7835422853e-31   2.9793455075e-14   1.8123878902e+05   9.9248591688e-02 
  2.4034150630e+19   2.5222084325e+18   1.6454201507e+58   3.8314787553e-31   2.9792395195e-14   1.9800002154e+05   9.9248591688e-02 
  2.6898445268e+19   2.8642946385e+18   2.3367743530e+58   3.8886564545e-31   2.9791619090e-14   2.1651227665e+05   9.9248591688e-02 
  2.9980368095e+19   3.0819228270e+18   3.1354327862e+58   3.9563206654e-31   2.9791185180e-14   2.3687516786e+05   9.9248591688e-02 
  3.3550900946e+19   3.5705328504e+18   4.5322616773e+58   4.0371327716e-31   2.9791762777e-14   2.5919297377e+05   9.9248591688e-02 
  3.7347058142e+19   3.7961571969e+18   6.0003469649e+58   4.1325769228e-31   2.9793638905e-14   2.7823948024e+05   9.9248591688e-02 
  4.1645949224e+19   4.2988910815e+18   8.4355255304e+58   4.2434987858e-31   2.9797113027e-14   2.9462359672e+05   9.9248591688e-02 
  4.6220972808e+19   4.5750235844e+18   1.1106732766e+59   4.3735302903e-31   2.9802210040e-14   3.0750311129e+05   9.9248591688e-02 
  5.1437599749e+19   5.2166269409e+18   1.5644917190e+59   4.5246228682e-31   2.9808496307e-14   3.2463431265e+05   9.9248591688e-02 
  5.6583983012e+19   5.1463832628e+18   1.8879980051e+59   4.6943362016e-31   2.9812922425e-14   3.5703424945e+05   9.9248591688e-02 
  6.4333160820e+19   7.7491778078e+18   3.5643095685e+59   4.9189434168e-31   2.9816303040e-14   4.1394994245e+05   9.9248591688e-02 
  7.5816400766e+19   1.1483239946e+19   7.1018023977e+59   5.2694851176e-31   2.9819531545e-14   5.1715948373e+05   9.9248591688e-02 
  8.0204313648e+19   4.3879128819e+18   3.3565017722e+59   5.5690898141e-31   2.9821263943e-14   5.9907402018e+05   9.9248591688e-02 
  8.4132684791e+19   3.9283711429e+18   3.3336177447e+59   5.7422910847e-31   2.9823794158e-14   6.3776482768e+05   9.9248591688e-02 
