# time = 3.651101e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   4.1749695104e-31   3.6738634851e-14   0.0000000000e+00   9.9248591688e-02 
  2.5841311228e+18   4.5367933956e+17   3.1777804454e+55   4.1749695104e-31   3.6738634851e-14  -1.7666233801e+03   9.9248591688e-02 
  3.4491975454e+18   8.6506642262e+17   9.9604566362e+55   4.1752164647e-31   3.6738592212e-14  -3.5010066623e+03   9.9248591688e-02 
  4.3857730962e+18   9.3657555080e+17   1.8148097877e+56   4.1759925008e-31   3.6738609541e-14  -5.9825564162e+03   9.9248591688e-02 
  4.8326189738e+18   4.4684587759e+17   1.1938726247e+56   4.1770483594e-31   3.6738619972e-14  -7.5201868966e+03   9.9248591688e-02 
  5.2284596399e+18   3.9584066610e+17   1.2594571451e+56   4.1783624771e-31   3.6738621317e-14  -8.3949873861e+03   9.9248591688e-02 
  5.9215052477e+18   6.9304560782e+17   2.7103015988e+56   4.1811450122e-31   3.6738623566e-14  -9.4728777169e+03   9.9248591688e-02 
  6.5526444299e+18   6.3113918222e+17   3.0879292920e+56   4.1854069198e-31   3.6738628004e-14  -1.0744056956e+04   9.9248591688e-02 
  7.4026211546e+18   8.4997672467e+17   5.2067870888e+56   4.1913877459e-31   3.6738635437e-14  -1.2109321233e+04   9.9248591688e-02 
  8.2285889172e+18   8.2596776262e+17   6.3460309896e+56   4.1993272873e-31   3.6738647056e-14  -1.3607836150e+04   9.9248591688e-02 
  9.2637498213e+18   1.0351609041e+18   9.9623126417e+56   4.2096459117e-31   3.6738661651e-14  -1.5221209521e+04   9.9248591688e-02 
  1.0336814518e+19   1.0730646969e+18   1.2964226283e+57   4.2228845783e-31   3.6738681736e-14  -1.7018331132e+04   9.9248591688e-02 
  1.1606016443e+19   1.2692019253e+18   1.9219848835e+57   4.2394594453e-31   3.6738708999e-14  -1.8944946514e+04   9.9248591688e-02 
  1.2968427812e+19   1.3624113682e+18   2.5874398644e+57   4.2600919150e-31   3.6738710693e-14  -2.1128542270e+04   9.9248591688e-02 
  1.4527033211e+19   1.5586053995e+18   3.7057232643e+57   4.2853424139e-31   3.6738725061e-14  -2.3580810359e+04   9.9248591688e-02 
  1.6283121638e+19   1.7560884264e+18   5.2426884891e+57   4.3166408102e-31   3.6738727876e-14  -2.6348877181e+04   9.9248591688e-02 
  1.8241909719e+19   1.9587880815e+18   7.3429610034e+57   4.3547031915e-31   3.6738719702e-14  -2.9438895493e+04   9.9248591688e-02 
  2.0453053465e+19   2.2111437460e+18   1.0412335923e+58   4.4008436347e-31   3.6738699268e-14  -3.2883407105e+04   9.9248591688e-02 
  2.2850925636e+19   2.3978721714e+18   1.4140838304e+58   4.4556574554e-31   3.6738664188e-14  -3.6684608100e+04   9.9248591688e-02 
  2.5577404905e+19   2.7264792690e+18   2.0109889019e+58   4.5210422066e-31   3.6738611861e-14  -4.0896123033e+04   9.9248591688e-02 
  2.8506510627e+19   2.9291057217e+18   2.6942977017e+58   4.5981191876e-31   3.6738541204e-14  -4.5519141358e+04   9.9248591688e-02 
  3.1908607847e+19   3.4020972199e+18   3.9052304665e+58   4.6902290745e-31   3.6738449213e-14  -5.0652448816e+04   9.9248591688e-02 
  3.5519863003e+19   3.6112551556e+18   5.1630901094e+58   4.7986235438e-31   3.6738332772e-14  -5.6284433690e+04   9.9248591688e-02 
  3.9617114381e+19   4.0972513789e+18   7.2741152558e+58   4.9252644974e-31   3.6738185279e-14  -6.2432770995e+04   9.9248591688e-02 
  4.3972086729e+19   4.3549723474e+18   9.5681591940e+58   5.0724518724e-31   3.6738006744e-14  -6.9154523133e+04   9.9248591688e-02 
  4.8950974863e+19   4.9788881344e+18   1.3519003120e+59   5.2448782248e-31   3.6737787091e-14  -7.6555985016e+04   9.9248591688e-02 
  5.3824452594e+19   4.8734777309e+18   1.6184259330e+59   5.4374130607e-31   3.6737536979e-14  -8.4380869016e+04   9.9248591688e-02 
  6.1213538949e+19   7.3890863551e+18   3.0762387887e+59   5.6922195146e-31   3.6737174817e-14  -9.4137058340e+04   9.9248591688e-02 
  7.2300890811e+19   1.1087351862e+19   6.2234509442e+59   6.0941313061e-31   3.6736541211e-14  -1.0907378074e+05   9.9248591688e-02 
  7.6406225888e+19   4.1053350769e+18   2.8528064364e+59   6.4370504324e-31   3.6735956455e-14  -1.2128724608e+05   9.9248591688e-02 
  8.0144571005e+19   3.7383451169e+18   2.8788721022e+59   6.6328796565e-31   3.6735554382e-14  -1.2749078707e+05   9.9248591688e-02 
  8.4060631617e+19   3.9160606122e+18   3.3178399469e+59   6.8457130407e-31   3.6735193411e-14  -1.3382177081e+05   9.9248591688e-02 
  8.8248609472e+19   4.1879778558e+18   3.9071213286e+59   7.0949780037e-31   3.6734731063e-14  -1.4050759241e+05   9.9248591688e-02 
  9.2120615257e+19   3.8720057844e+18   3.9580151765e+59   7.3673267852e-31   3.6734290898e-14  -1.4720488230e+05   9.9248591688e-02 
  9.7080118111e+19   4.9595028544e+18   5.5787012807e+59   7.6973478358e-31   3.6733774012e-14  -1.5462857287e+05   9.9248591688e-02 
  1.0194096377e+20   4.8608456618e+18   6.0498724251e+59   8.0949976980e-31   3.6733111156e-14  -1.6270881344e+05   9.9248591688e-02 
  1.0662900166e+20   4.6880378825e+18   6.4079284677e+59   8.5155818737e-31   3.6732372697e-14  -1.7046565617e+05   9.9248591688e-02 
  1.1111705218e+20   4.4880505231e+18   6.6860511113e+59   8.9571231394e-31   3.6731576163e-14  -1.7785810309e+05   9.9248591688e-02 
  1.1665095148e+20   5.5338992999e+18   9.0209443248e+59   9.4862018522e-31   3.6730593624e-14  -1.8593855735e+05   9.9248591688e-02 
  1.2223419377e+20   5.5832422944e+18   1.0011374516e+60   1.0120441504e-30   3.6729398395e-14  -1.9498501401e+05   9.9248591688e-02 
  1.2760633068e+20   5.3721369118e+18   1.0536336622e+60   1.0797365955e-30   3.6728106777e-14  -2.0403056329e+05   9.9248591688e-02 
  1.3296829071e+20   5.3619600215e+18   1.1439287332e+60   1.1519807752e-30   3.6726764523e-14  -2.1318998938e+05   9.9248591688e-02 
  1.3931888063e+20   6.3505899202e+18   1.4794389326e+60   1.2380297666e-30   3.6725007452e-14  -2.2295803058e+05   9.9248591688e-02 
  1.4570747158e+20   6.3885909516e+18   1.6307887481e+60   1.3391737704e-30   3.6722873550e-14  -2.3388374560e+05   9.9248591688e-02 
  1.5182829436e+20   6.1208227839e+18   1.7025477256e+60   1.4468345006e-30   3.6720407687e-14  -2.4434803604e+05   9.9248591688e-02 
  1.5841140701e+20   6.5831126463e+18   1.9908616654e+60   1.5661085554e-30   3.6717531723e-14  -2.5524836092e+05   9.9248591688e-02 
  1.6591971944e+20   7.5083124334e+18   2.4816872324e+60   1.7100251038e-30   3.6713922525e-14  -2.6785399138e+05   9.9248591688e-02 
  1.7326469706e+20   7.3449776224e+18   2.6550946691e+60   1.8740819269e-30   3.6709505363e-14  -2.8127557548e+05   9.9248591688e-02 
  1.7971623958e+20   6.4515425170e+18   2.5255984145e+60   2.0399013366e-30   3.6704680900e-14  -2.9370739977e+05   9.9248591688e-02 
  1.8820746516e+20   8.4912255767e+18   3.6117101492e+60   2.2381211557e-30   3.6698573691e-14  -3.0765570802e+05   9.9248591688e-02 
  1.9852920827e+20   1.0321743107e+19   4.8510610459e+60   2.5084734591e-30   3.6689465134e-14  -3.2605341514e+05   9.9248591688e-02 
  2.0902909299e+20   1.0499884729e+19   5.4803710623e+60   2.8302300296e-30   3.6677104597e-14  -3.4664130996e+05   9.9248591688e-02 
  2.1868845886e+20   9.6593658610e+18   5.5524730494e+60   3.1668510803e-30   3.6662583281e-14  -3.6689794741e+05   9.9248591688e-02 
  2.3065816586e+20   1.1969707009e+19   7.5944979825e+60   3.5612056874e-30   3.6643481302e-14  -3.8976683906e+05   9.9248591688e-02 
  2.4106944963e+20   1.0411283763e+19   7.2795958522e+60   4.0009207223e-30   3.6619392588e-14  -4.1339159089e+05   9.9248591688e-02 
  2.5642549743e+20   1.5356047801e+19   1.1943856580e+61   4.5527092348e-30   3.6584704379e-14  -4.4284719775e+05   9.9248591688e-02 
  2.6743394326e+20   1.1008445834e+19   9.4922540876e+60   5.1525698730e-30   3.6541810367e-14  -4.7260779202e+05   9.9248591688e-02 
  2.7727670062e+20   9.8427573539e+18   9.1758359425e+60   5.6701803462e-30   3.6500898828e-14  -4.9599237659e+05   9.9248591688e-02 
  2.8766711661e+20   1.0390415990e+19   1.0419389999e+61   6.1787399932e-30   3.6455469378e-14  -5.2061285633e+05   9.9248591688e-02 
  2.9720869256e+20   9.5415759521e+18   1.0255003873e+61   6.6366475652e-30   3.6404767181e-14  -5.4447782262e+05   9.9248591688e-02 
  3.1157068547e+20   1.4361992908e+19   1.6724956936e+61   7.1162718441e-30   3.6335972475e-14  -5.7403906579e+05   9.9248591688e-02 
  3.2641114906e+20   1.4840463594e+19   1.8979828858e+61   7.6436944482e-30   3.6242837258e-14  -6.0951384198e+05   9.9248591688e-02 
  3.3612718610e+20   9.7160370398e+18   1.3399610990e+61   8.0393340632e-30   3.6158837745e-14  -6.3615509958e+05   9.9248591688e-02 
  3.4527336030e+20   9.1461741966e+18   1.3341982826e+61   8.2888104975e-30   3.6090225858e-14  -6.5423885189e+05   9.9248591688e-02 
  3.6027717903e+20   1.5003818729e+19   2.3467855087e+61   8.5362203590e-30   3.5998019778e-14  -6.7456659833e+05   9.9248591688e-02 
  3.7703523203e+20   1.6758053008e+19   2.8625382501e+61   8.8055649036e-30   3.5871883745e-14  -6.9593579305e+05   9.9248591688e-02 
  3.9483255702e+20   1.7797324989e+19   3.3317115627e+61   9.0486964749e-30   3.5727401548e-14  -7.1054347500e+05   9.9248591688e-02 
  4.0476995524e+20   9.9373982155e+18   1.9961502378e+61   9.2098344101e-30   3.5606431554e-14  -7.1599581338e+05   9.9248591688e-02 
  4.1434652028e+20   9.5765650438e+18   2.0186951756e+61   9.2888998181e-30   3.5517215674e-14  -7.1718003623e+05   9.9248591688e-02 
  4.3107574401e+20   1.6729223723e+19   3.7569006001e+61   9.3519616598e-30   3.5391168152e-14  -7.1831806189e+05   9.9248591688e-02 
  4.4992370447e+20   1.8847960459e+19   4.5965475915e+61   9.4063601770e-30   3.5213364589e-14  -7.1848258678e+05   9.9248591688e-02 
  4.6639361458e+20   1.6469910120e+19   4.3448987261e+61   9.4391516458e-30   3.5029084025e-14  -7.1590722719e+05   9.9248591688e-02 
  4.7518261849e+20   8.7890039064e+18   2.4480096121e+61   9.4508231774e-30   3.4894459961e-14  -7.1309410377e+05   9.9248591688e-02 
  4.8396309567e+20   8.7804771803e+18   2.5377527326e+61   9.4493830910e-30   3.4800576555e-14  -7.1388208993e+05   9.9248591688e-02 
  5.0165391232e+20   1.7690816653e+19   5.3995897999e+61   9.4356461094e-30   3.4660490599e-14  -7.1919532551e+05   9.9248591688e-02 
  5.1654172570e+20   1.4887813379e+19   4.8492458441e+61   9.4084236524e-30   3.4489403429e-14  -7.3007985340e+05   9.9248591688e-02 
  5.2622642959e+20   9.6847038872e+18   3.3084473368e+61   9.3804512166e-30   3.4362406413e-14  -7.3956785147e+05   9.9248591688e-02 
  5.3424282965e+20   8.0164000555e+18   2.8322637559e+61   9.3538395736e-30   3.4271506041e-14  -7.4583370203e+05   9.9248591687e-02 
  5.4114967347e+20   6.9068438217e+18   2.5093976626e+61   9.3257220736e-30   3.4194719792e-14  -7.5042992688e+05   9.9248591685e-02 
  5.5832340555e+20   1.7173732086e+19   6.5225749008e+61   9.2681829461e-30   3.4071831579e-14  -7.5401571454e+05   9.9248591674e-02 
  5.6937342392e+20   1.1050018365e+19   4.4148046444e+61   9.1967151514e-30   3.3929824877e-14  -7.5114104647e+05   9.9248591641e-02 
  5.7217705483e+20   2.8036309086e+18   1.1477883864e+61   9.1569904452e-30   3.3857892753e-14  -7.4588157634e+05   9.9248591569e-02 
  5.7450225318e+20   2.3251983524e+18   9.6049349037e+60   9.1378238030e-30   3.3831719501e-14  -7.4385226113e+05   9.9248590829e-02 
  5.8276124904e+20   8.2589958602e+18   3.4749535789e+61   9.0838810159e-30   3.3778374332e-14  -7.3948965013e+05   9.9248588468e-02 
  5.9047279945e+20   7.7115504110e+18   3.3347796700e+61   8.9987932910e-30   3.3698532334e-14  -7.3255627153e+05   9.9248578308e-02 
  5.9881258887e+20   8.3397894196e+18   3.7058193308e+61   8.9080054610e-30   3.3620298297e-14  -7.2543234472e+05   9.9248538605e-02 
  6.1609064534e+20   1.7278056470e+19   8.0123039686e+61   8.7580943972e-30   3.3499378552e-14  -7.1435268298e+05   9.9248426716e-02 
  6.3051733963e+20   1.4426694294e+19   7.0436196808e+61   8.5691364696e-30   3.3353606966e-14  -7.0056194067e+05   9.9248193302e-02 
  6.4423090926e+20   1.3713569628e+19   7.0010953141e+61   8.3951499862e-30   3.3224849358e-14  -6.9421761472e+05   9.9247885655e-02 
  6.6195028100e+20   1.7719371734e+19   9.4979894549e+61   8.1933024778e-30   3.3085509980e-14  -6.8667578277e+05   9.9247034989e-02 
  6.7830713737e+20   1.6356856379e+19   9.2309779567e+61   7.9646660265e-30   3.2939007233e-14  -6.7647985241e+05   9.9244779416e-02 
  6.9412059673e+20   1.5813459351e+19   9.3578256537e+61   7.7391735417e-30   3.2809021117e-14  -6.6562259223e+05   9.9238739963e-02 
  7.0944471794e+20   1.5324121211e+19   9.4843585041e+61   7.5006339402e-30   3.2693751600e-14  -6.5478415353e+05   9.9219915574e-02 
  7.2657993838e+20   1.7135220446e+19   1.1101559059e+62   7.2396876755e-30   3.2585639107e-14  -6.3764590427e+05   9.9143765346e-02 
  7.4086980505e+20   1.4289866667e+19   9.6675905813e+61   6.9600794234e-30   3.2484675951e-14  -6.2605535383e+05   9.8878014637e-02 
  7.4904290846e+20   8.1731034122e+18   5.6998427587e+61   6.7480510840e-30   3.2418298668e-14  -6.1514186475e+05   9.8443359287e-02 
  7.5604626262e+20   7.0033541582e+18   4.9840634015e+61   6.5770179710e-30   3.2374709274e-14  -6.0524648697e+05   9.7595142045e-02 
  7.6531778035e+20   9.2715177289e+18   6.7417458652e+61   6.3702824585e-30   3.2329710521e-14  -5.9050106427e+05   9.6986220047e-02 
  7.6905890520e+20   3.7411248467e+18   2.7670494248e+61   6.1882842947e-30   3.2294517619e-14  -5.7724790036e+05   9.6710437864e-02 
  7.7078705813e+20   1.7281529292e+18   1.2873207944e+61   6.1041227636e-30   3.2278660421e-14  -5.7266212498e+05   9.6620237644e-02 
  7.7348103820e+20   2.6939800723e+18   2.0183203110e+61   6.0435774907e-30   3.2265664842e-14  -5.6960091441e+05   9.6589649773e-02 
  7.8016687948e+20   6.6858412810e+18   5.0700685415e+61   5.9461242508e-30   3.2239313136e-14  -5.5851157654e+05   9.6584210578e-02 
  7.8552841624e+20   5.3615367607e+18   4.1290995320e+61   5.8359079337e-30   3.2202340570e-14  -5.4582836680e+05   9.6581999339e-02 
  7.8937333453e+20   3.8449182922e+18   2.9960205108e+61   5.7659195782e-30   3.2174371573e-14  -5.3621259382e+05   9.6581715980e-02 
  7.9292484464e+20   3.5515101105e+18   2.7934462159e+61   5.7214384288e-30   3.2152149042e-14  -5.2737088792e+05   9.6581674146e-02 
  7.9675844278e+20   3.8335981356e+18   3.0435365155e+61   5.6910729985e-30   3.2131112562e-14  -5.1762375392e+05   9.6581671559e-02 
  8.0031497681e+20   3.5565340352e+18   2.8498849189e+61   5.6715657802e-30   3.2111208087e-14  -5.0797834497e+05   9.6581671427e-02 
  8.1344455882e+20   1.3129582011e+19   1.0742070506e+62   5.6529534653e-30   3.2068080236e-14  -4.9143744087e+05   9.6581671421e-02 
  8.2606060560e+20   1.2616046774e+19   1.0653868038e+62   5.6312596574e-30   3.2003103785e-14  -4.7069626708e+05   9.6581671417e-02 
  8.3072633707e+20   4.6657314720e+18   4.0235007557e+61   5.6204963393e-30   3.1963619734e-14  -4.6052899926e+05   9.6581671415e-02 
  8.3386202380e+20   3.1356867276e+18   2.7295858707e+61   5.6172596586e-30   3.1946629863e-14  -4.5898020511e+05   9.6581671414e-02 
  8.3686193604e+20   2.9999122460e+18   2.6306816292e+61   5.6158663673e-30   3.1933734095e-14  -4.5825598434e+05   9.6581671408e-02 
  8.4005081131e+20   3.1888752698e+18   2.8171427944e+61   5.6159025914e-30   3.1921494655e-14  -4.5714375779e+05   9.6581671361e-02 
  8.5133495602e+20   1.1284144705e+19   1.0141689417e+62   5.6198451957e-30   3.1893587537e-14  -4.5608263962e+05   9.6581671194e-02 
  8.5877233302e+20   7.4373769985e+18   6.8331211905e+61   5.6280683858e-30   3.1858115270e-14  -4.5574464204e+05   9.6581670457e-02 
  8.6192610103e+20   3.1537680122e+18   2.9335238933e+61   5.6360767679e-30   3.1839389604e-14  -4.5593045665e+05   9.6581668564e-02 
  8.6594260451e+20   4.0165034831e+18   3.7672139074e+61   5.6440752973e-30   3.1826823582e-14  -4.5605434987e+05   9.6581649042e-02 
  8.7302222944e+20   7.0796249318e+18   6.7258026705e+61   5.6560956329e-30   3.1807725810e-14  -4.5604361796e+05   9.6581586462e-02 
  8.8024184310e+20   7.2196136572e+18   6.9720573701e+61   5.6665066136e-30   3.1783682940e-14  -4.5511719287e+05   9.6581086386e-02 
  8.8995416701e+20   9.7123239127e+18   9.5613695371e+61   5.6738841142e-30   3.1755901043e-14  -4.5258255091e+05   9.6579723569e-02 
  9.0046197909e+20   1.0507812075e+19   1.0582179586e+62   5.6786846998e-30   3.1723039598e-14  -4.4827401252e+05   9.6577261116e-02 
