# time = 1.043904e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   9.5718085379e-32   4.5444462667e-12   0.0000000000e+00   9.9248591688e-02 
  2.5622219540e+18   4.3177017079e+17   2.9954842713e+55   9.5718085379e-32   4.5444462667e-12  -8.5603623248e+05   9.9248591688e-02 
  2.9871460316e+18   4.2492407753e+17   4.1190420003e+55   9.5881577337e-32   4.5443424582e-12  -1.3881806642e+06   9.9248591688e-02 
  3.5357517474e+18   5.4860571584e+17   7.3504537120e+55   9.6406039940e-32   4.5443831207e-12  -2.1436100364e+06   9.9248591688e-02 
  3.9989978813e+18   4.6324613392e+17   8.2726792675e+55   9.7339264030e-32   4.5443995540e-12  -2.7866628274e+06   9.9248591688e-02 
  4.2073847701e+18   2.0838688875e+17   4.4097820719e+55   9.8325505858e-32   4.5443995864e-12  -3.1747030154e+06   9.9248591688e-02 
  4.8056345361e+18   5.9824976606e+17   1.5290100831e+56   1.0055674981e-31   4.5443986921e-12  -3.5872668150e+06   9.9248591688e-02 
  5.2035245777e+18   3.9789004156e+17   1.2529589305e+56   1.0383715334e-31   4.5444020462e-12  -4.0712928564e+06   9.9248591688e-02 
  5.8828285789e+18   6.7930400124e+17   2.6262413896e+56   1.0830615019e-31   4.5444084513e-12  -4.5498781620e+06   9.9248591688e-02 
  6.4061865288e+18   5.2335794988e+17   2.4845362292e+56   1.1397053073e-31   4.5444197423e-12  -5.0672450358e+06   9.9248591688e-02 
  7.1770364003e+18   7.7084987153e+17   4.4729218507e+56   1.2110241077e-31   4.5444367402e-12  -5.6098396705e+06   9.9248591688e-02 
  7.8242867853e+18   6.4725038500e+17   4.5787901011e+56   1.2980900095e-31   4.5444469238e-12  -6.2133772348e+06   9.9248591688e-02 
  8.6945728520e+18   8.7028606662e+17   7.4674729666e+56   1.4046377520e-31   4.5444588107e-12  -6.8756393067e+06   9.9248591688e-02 
  9.4673791066e+18   7.7280625467e+17   8.0132293770e+56   1.5338506840e-31   4.5444819974e-12  -7.6076930748e+06   9.9248591688e-02 
  1.0432684545e+19   9.6530543810e+17   1.2018881510e+57   1.6912641163e-31   4.5445133130e-12  -8.3725419475e+06   9.9248591688e-02 
