# time = 1.271692e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   5.7264311192e-23   2.7726542535e-06   0.0000000000e+00   9.5228253992e-01 
  4.0629916889e+18   1.9325399057e+18   2.4044375854e+56   5.7264311192e-23   2.7726542535e-06   0.0000000000e+00   9.5228253992e-01 
  5.9955315947e+18   1.9325399057e+18   6.2181042866e+56   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  7.9280715004e+18   1.9325399057e+18   1.1845720819e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  9.8606114061e+18   1.9325399057e+18   1.9287287182e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.1793151312e+19   1.9325399057e+18   2.8542803376e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.3725691217e+19   1.9325399057e+18   3.9612269400e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.5658231123e+19   1.9325399057e+18   5.2495685256e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.7590771029e+19   1.9325399057e+18   6.7193050943e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.9523310935e+19   1.9325399057e+18   8.3704366460e+57   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  2.1455850840e+19   1.9325399057e+18   1.0202963181e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  2.3388390746e+19   1.9325399057e+18   1.2216884699e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  2.5320930652e+19   1.9325399057e+18   1.4412201200e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  2.7253470557e+19   1.9325399057e+18   1.6788912684e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  2.9186010463e+19   1.9325399057e+18   1.9347019151e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  3.1118550369e+19   1.9325399057e+18   2.2086520601e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  3.3051090275e+19   1.9325399057e+18   2.5007417035e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  3.4983630180e+19   1.9325399057e+18   2.8109708451e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  3.6916170086e+19   1.9325399057e+18   3.1393394851e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  3.8848709992e+19   1.9325399057e+18   3.4858476233e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  4.0781249897e+19   1.9325399057e+18   3.8504952599e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  4.2713789803e+19   1.9325399057e+18   4.2332823948e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  4.4646329709e+19   1.9325399057e+18   4.6342090280e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  4.6578869615e+19   1.9325399057e+18   5.0532751595e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  4.8511409520e+19   1.9325399057e+18   5.4904807893e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  5.0443949426e+19   1.9325399057e+18   5.9458259174e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  5.2376489332e+19   1.9325399057e+18   6.4193105438e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  5.4309029237e+19   1.9325399057e+18   6.9109346686e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  5.6241569143e+19   1.9325399057e+18   7.4206982916e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  5.8174109049e+19   1.9325399057e+18   7.9486014130e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  6.0106648955e+19   1.9325399057e+18   8.4946440326e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  6.2039188860e+19   1.9325399057e+18   9.0588261506e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  6.3971728766e+19   1.9325399057e+18   9.6411477669e+58   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  6.5904268672e+19   1.9325399057e+18   1.0241608881e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  6.7836808577e+19   1.9325399057e+18   1.0860209494e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  6.9769348483e+19   1.9325399057e+18   1.1496949606e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  7.1701888389e+19   1.9325399057e+18   1.2151829215e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  7.3634428294e+19   1.9325399057e+18   1.2824848323e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  7.5566968200e+19   1.9325399057e+18   1.3516006929e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  7.7499508106e+19   1.9325399057e+18   1.4225305034e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  7.9432048012e+19   1.9325399057e+18   1.4952742636e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  8.1364587917e+19   1.9325399057e+18   1.5698319737e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  8.3297127823e+19   1.9325399057e+18   1.6462036337e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  8.5229667729e+19   1.9325399057e+18   1.7243892434e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  8.7162207634e+19   1.9325399057e+18   1.8043888030e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  8.9094747540e+19   1.9325399057e+18   1.8862023125e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  9.1027287446e+19   1.9325399057e+18   1.9698297717e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  9.2959827352e+19   1.9325399057e+18   2.0552711808e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  9.4892367257e+19   1.9325399057e+18   2.1425265397e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  9.6824907163e+19   1.9325399057e+18   2.2315958485e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  9.8757447069e+19   1.9325399057e+18   2.3224791071e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.0068998697e+20   1.9325399057e+18   2.4151763155e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.0262252688e+20   1.9325399057e+18   2.5096874737e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
  1.0455506679e+20   1.9325399057e+18   2.6060125818e+59   2.2245872600e-24   3.0895127835e-12   0.0000000000e+00   2.0000000000e-02 
