# time = 4.612998e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   4.7498021386e-31   3.1570167376e-14   0.0000000000e+00   9.9248591688e-02 
  2.5035818480e+18   3.7313006479e+17   2.5227024731e+55   4.7498021386e-31   3.1570167376e-14  -3.0946601816e+03   9.9248591688e-02 
  3.3261634816e+18   8.2258163361e+17   8.8409861696e+55   4.7499981500e-31   3.1570072077e-14  -6.4505488212e+03   9.9248591688e-02 
  4.2412158122e+18   9.1505233062e+17   1.6542395109e+56   4.7507046665e-31   3.1570091578e-14  -1.1443413487e+04   9.9248591688e-02 
  4.6536322075e+18   4.1241639525e+17   1.0258266094e+56   4.7516781310e-31   3.1570089145e-14  -1.4639148121e+04   9.9248591688e-02 
  5.0213655682e+18   3.6773336078e+17   1.0819164803e+56   4.7528913558e-31   3.1570081753e-14  -1.6344788578e+04   9.9248591688e-02 
  5.6870713378e+18   6.6570576955e+17   2.4012836634e+56   4.7555468201e-31   3.1570069262e-14  -1.8522518376e+04   9.9248591688e-02 
  6.2875217704e+18   6.0045043264e+17   2.7071505478e+56   4.7596231541e-31   3.1570053240e-14  -2.1121713440e+04   9.9248591688e-02 
  7.1032290064e+18   8.1570723600e+17   4.6007739174e+56   4.7653291918e-31   3.1570033375e-14  -2.3946453489e+04   9.9248591688e-02 
  7.8912625035e+18   7.8803349703e+17   5.5713147562e+56   4.7728916748e-31   3.1570009195e-14  -2.7096280849e+04   9.9248591688e-02 
  8.8835925218e+18   9.9233001837e+17   8.7827364139e+56   4.7827128155e-31   3.1569979211e-14  -3.0547193357e+04   9.9248591688e-02 
  9.9098353402e+18   1.0262428184e+18   1.1398388657e+57   4.7953137719e-31   3.1569940309e-14  -3.4423423927e+04   9.9248591688e-02 
  1.1126758770e+19   1.2169234299e+18   1.6937454798e+57   4.8110939553e-31   3.1569888452e-14  -3.8693472468e+04   9.9248591688e-02 
  1.2432522839e+19   1.3057640688e+18   2.2792037307e+57   4.8307538543e-31   3.1569827124e-14  -4.3468255365e+04   9.9248591688e-02 
  1.3929200543e+19   1.4966777037e+18   3.2710873205e+57   4.8548446881e-31   3.1569744177e-14  -4.8772789973e+04   9.9248591688e-02 
  1.5619892960e+19   1.6906924170e+18   4.6427624413e+57   4.8847597879e-31   3.1569650479e-14  -5.4867485944e+04   9.9248591688e-02 
  1.7508972460e+19   1.8890795000e+18   6.5205418246e+57   4.9212125181e-31   3.1569501637e-14  -6.1619381068e+04   9.9248591688e-02 
  1.9644471080e+19   2.1354986206e+18   9.2709728368e+57   4.9654523492e-31   3.1569344042e-14  -6.9321160173e+04   9.9248591688e-02 
  2.1957086951e+19   2.3126158703e+18   1.2586926299e+58   5.0179775523e-31   3.1569124842e-14  -7.7775594493e+04   9.9248591688e-02 
  2.4588757703e+19   2.6316707528e+18   1.7931052445e+58   5.0805846526e-31   3.1568867114e-14  -8.7319500109e+04   9.9248591688e-02 
  2.7414162359e+19   2.8254046555e+18   2.4027750630e+58   5.1543420965e-31   3.1568549806e-14  -9.7898766211e+04   9.9248591688e-02 
  3.0708386897e+19   3.2942245380e+18   3.4999122777e+58   5.2425669380e-31   3.1568146406e-14  -1.0981345601e+05   9.9248591688e-02 
  3.4211791177e+19   3.5034042802e+18   4.6432376608e+58   5.3465603205e-31   3.1567661899e-14  -1.2321152677e+05   9.9248591688e-02 
  3.8198129182e+19   3.9863380048e+18   6.5729247298e+58   5.4682101145e-31   3.1567077356e-14  -1.3811245730e+05   9.9248591688e-02 
  4.2438136268e+19   4.2400070866e+18   8.6691663443e+58   5.6096337305e-31   3.1566375888e-14  -1.5454602771e+05   9.9248591688e-02 
  4.7292718818e+19   4.8545825492e+18   1.2291613433e+59   5.7752254120e-31   3.1565482590e-14  -1.7269509639e+05   9.9248591688e-02 
  5.2023719425e+19   4.7310006076e+18   1.4671466226e+59   5.9595103860e-31   3.1564503016e-14  -1.9208461197e+05   9.9248591688e-02 
  5.9311492771e+19   7.2877733457e+18   2.8420364904e+59   6.2047500037e-31   3.1563166969e-14  -2.1669264469e+05   9.9248591688e-02 
  7.0317704855e+19   1.1006212084e+19   5.8241930466e+59   6.5946321584e-31   3.1560709033e-14  -2.5414697622e+05   9.9248591688e-02 
  7.4326464288e+19   4.0087594325e+18   2.6355600119e+59   6.9259555230e-31   3.1558468532e-14  -2.8459823105e+05   9.9248591688e-02 
  7.7989186889e+19   3.6627226016e+18   2.6700947135e+59   7.1126229925e-31   3.1557123022e-14  -3.0007050271e+05   9.9248591688e-02 
  8.1859020715e+19   3.8698338261e+18   3.1070094109e+59   7.3161312505e-31   3.1555759176e-14  -3.1578559654e+05   9.9248591688e-02 
  8.6018275051e+19   4.1592543355e+18   3.6833088115e+59   7.5553002054e-31   3.1554170021e-14  -3.3230184768e+05   9.9248591688e-02 
  8.9858577402e+19   3.8403023516e+18   3.7325159752e+59   7.8162152504e-31   3.1552492192e-14  -3.4870778629e+05   9.9248591688e-02 
  9.4799054398e+19   4.9404769952e+18   5.2936703129e+59   8.1319134329e-31   3.1550553807e-14  -3.6654599339e+05   9.9248591688e-02 
  9.9661627245e+19   4.8625728470e+18   5.7779011655e+59   8.5125537178e-31   3.1548311242e-14  -3.8620049257e+05   9.9248591688e-02 
  1.0435444359e+20   4.6928163420e+18   6.1374614527e+59   8.9141795022e-31   3.1546057187e-14  -4.0503215950e+05   9.9248591688e-02 
  1.0884612662e+20   4.4916830332e+18   6.4150485562e+59   9.3334523147e-31   3.1543834177e-14  -4.2291025403e+05   9.9248591688e-02 
  1.1441066275e+20   5.5645361280e+18   8.7152151141e+59   9.8340060024e-31   3.1541338310e-14  -4.4230380110e+05   9.9248591688e-02 
  1.2005493817e+20   5.6442754231e+18   9.7499014274e+59   1.0433769643e-30   3.1538501385e-14  -4.6372338331e+05   9.9248591688e-02 
  1.2549337316e+20   5.4384349853e+18   1.0303119200e+60   1.1072431903e-30   3.1535653025e-14  -4.8463518528e+05   9.9248591688e-02 
  1.3093197698e+20   5.4386038242e+18   1.1236325877e+60   1.1750590166e-30   3.1532832651e-14  -5.0490574232e+05   9.9248591688e-02 
  1.3739370249e+20   6.4617255063e+18   1.4618634178e+60   1.2554237645e-30   3.1529699391e-14  -5.2689665926e+05   9.9248591688e-02 
  1.4391650638e+20   6.5228038982e+18   1.6219333605e+60   1.3494738460e-30   3.1526345569e-14  -5.5050158081e+05   9.9248591688e-02 
  1.5019104395e+20   6.2745375668e+18   1.7053354827e+60   1.4492101318e-30   3.1523118108e-14  -5.7341580104e+05   9.9248591688e-02 
  1.5696274371e+20   6.7716997620e+18   2.0073803807e+60   1.5593260373e-30   3.1520087066e-14  -5.9585396449e+05   9.9248591688e-02 
  1.6470002403e+20   7.7372803209e+18   2.5154955045e+60   1.6916278633e-30   3.1516910258e-14  -6.2035028575e+05   9.9248591688e-02 
