# time = 3.116893e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   3.4578856165e-31   3.4308306187e-14   0.0000000000e+00   9.9248591688e-02 
  2.7025410718e+18   5.7208928863e+17   4.2176418250e+55   3.4578856165e-31   3.4308306187e-14  -1.3804004866e+04   9.9248591688e-02 
  3.6334166023e+18   9.3087553048e+17   1.1824414094e+56   3.4580776017e-31   3.4308048712e-14  -2.6372375888e+04   9.9248591688e-02 
  4.6157457175e+18   9.8232911518e+17   2.1099618452e+56   3.4587626268e-31   3.4308136268e-14  -4.3130930560e+04   9.9248591688e-02 
  5.1138822309e+18   4.9813651340e+17   1.4827570992e+56   3.4597446325e-31   3.4308180922e-14  -5.4058391400e+04   9.9248591688e-02 
  5.5500428720e+18   4.3616064112e+17   1.5590951514e+56   3.4610027197e-31   3.4308187977e-14  -6.0565854797e+04   9.9248591688e-02 
  6.2856184532e+18   7.3557558118e+17   3.2413134473e+56   3.4635899449e-31   3.4308197674e-14  -6.8414973933e+04   9.9248591688e-02 
  6.9647841830e+18   6.7916572979e+17   3.7494187489e+56   3.4675477932e-31   3.4308211926e-14  -7.7664985311e+04   9.9248591688e-02 
  7.8679400970e+18   9.0315591406e+17   6.2501557208e+56   3.4731052468e-31   3.4308228172e-14  -8.7743048724e+04   9.9248591688e-02 
  8.7529747429e+18   8.8503464584e+17   7.6882989554e+56   3.4804816147e-31   3.4308247223e-14  -9.8946234721e+04   9.9248591688e-02 
  9.8541083721e+18   1.1011336292e+18   1.1990938444e+57   3.4900671270e-31   3.4308267935e-14  -1.1121289385e+05   9.9248591688e-02 
  1.0999882092e+19   1.1457737200e+18   1.5669814383e+57   3.5023518268e-31   3.4308291988e-14  -1.2495245996e+05   9.9248591688e-02 
  1.2349728714e+19   1.3498466216e+18   2.3146062796e+57   3.5177350282e-31   3.4308320556e-14  -1.4007984948e+05   9.9248591688e-02 
  1.3800822571e+19   1.4510938569e+18   3.1207041333e+57   3.5368878997e-31   3.4308351700e-14  -1.5696947859e+05   9.9248591688e-02 
  1.5457752293e+19   1.6569297221e+18   4.4609187592e+57   3.5603515292e-31   3.4308380249e-14  -1.7567531204e+05   9.9248591688e-02 
  1.7321225382e+19   1.8634730893e+18   6.2969670100e+57   3.5894275653e-31   3.4308404240e-14  -1.9688125302e+05   9.9248591688e-02 
  1.9398775263e+19   2.0775498812e+18   8.8098771150e+57   3.6248147299e-31   3.4308425771e-14  -2.2062089917e+05   9.9248591688e-02 
  2.1740496753e+19   2.3417214897e+18   1.2464277716e+58   3.6677464449e-31   3.4308451125e-14  -2.4720156906e+05   9.9248591688e-02 
