# time = 4.549977e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   4.6237639957e-31   3.0851585247e-14   0.0000000000e+00   9.9248591688e-02 
  2.5163156493e+18   3.8586386609e+17   2.6235113024e+55   4.6237639957e-31   3.0851585247e-14  -5.6323567382e+03   9.9248591688e-02 
  3.3488757578e+18   8.3256010853e+17   9.0580988090e+55   4.6239476458e-31   3.0851425789e-14  -1.1635978179e+04   9.9248591688e-02 
  4.2726980956e+18   9.2382233778e+17   1.6941403361e+56   4.6246449237e-31   3.0851471471e-14  -2.0629722045e+04   9.9248591688e-02 
  4.6912290055e+18   4.1853090989e+17   1.0572787814e+56   4.6256065804e-31   3.0851499791e-14  -2.6263644099e+04   9.9248591688e-02 
  5.0638864540e+18   3.7265744849e+17   1.1146428016e+56   4.6267984187e-31   3.0851502308e-14  -2.9370408531e+04   9.9248591688e-02 
  5.7353571403e+18   6.7147068632e+17   2.4633317997e+56   4.6293879337e-31   3.0851507080e-14  -3.3297718171e+04   9.9248591688e-02 
  6.3423482076e+18   6.0699106735e+17   2.7839826441e+56   4.6333622330e-31   3.0851515845e-14  -3.7982877840e+04   9.9248591688e-02 
  7.1652789001e+18   8.2293069243e+17   4.7228945051e+56   4.6389294853e-31   3.0851528252e-14  -4.3075056935e+04   9.9248591688e-02 
  7.9612561140e+18   7.9597721394e+17   5.7270383414e+56   4.6463142060e-31   3.0851545490e-14  -4.8742253619e+04   9.9248591688e-02 
  8.9624669307e+18   1.0012108167e+18   9.0193158521e+56   4.6559120885e-31   3.0851568497e-14  -5.4938743690e+04   9.9248591688e-02 
  9.9985253991e+18   1.0360584684e+18   1.1713542895e+57   4.6682325776e-31   3.0851599152e-14  -6.1891495724e+04   9.9248591688e-02 
  1.1226291727e+19   1.2277663279e+18   1.7395528910e+57   4.6836719460e-31   3.0851638764e-14  -6.9549451332e+04   9.9248591688e-02 
  1.2544155814e+19   1.3178640875e+18   2.3417469012e+57   4.7029284663e-31   3.0851689616e-14  -7.8102985831e+04   9.9248591688e-02 
  1.4054231068e+19   1.5100752540e+18   3.3598927575e+57   4.7265534685e-31   3.0851753236e-14  -8.7549867160e+04   9.9248591688e-02 
  1.5759551054e+19   1.7053199853e+18   4.7671989267e+57   4.7559423945e-31   3.0851833317e-14  -9.8239617936e+04   9.9248591688e-02 
  1.7665046599e+19   1.9054955455e+18   6.6951516425e+57   4.7918047832e-31   3.0851932084e-14  -1.1019589929e+05   9.9248591688e-02 
  1.9819073250e+19   2.1540266511e+18   9.5186063096e+57   4.8353803982e-31   3.0852052760e-14  -1.2358988934e+05   9.9248591688e-02 
  2.2152391068e+19   2.3333178174e+18   1.2926447577e+58   4.8871637594e-31   3.0852199517e-14  -1.3834801089e+05   9.9248591688e-02 
  2.4806821748e+19   2.6544306803e+18   1.8408787610e+58   4.9488980711e-31   3.0852381057e-14  -1.5469225180e+05   9.9248591688e-02 
  2.7657194053e+19   2.8503723048e+18   2.4671844696e+58   5.0216043566e-31   3.0852610513e-14  -1.7268921020e+05   9.9248591688e-02 
  3.0978428300e+19   3.3212342472e+18   3.5911757540e+58   5.1084703078e-31   3.0852911458e-14  -1.9283665071e+05   9.9248591688e-02 
  3.4511869253e+19   3.5334409527e+18   4.7656576836e+58   5.2107274322e-31   3.0853297420e-14  -2.1522948717e+05   9.9248591688e-02 
  3.8530240423e+19   4.0183711706e+18   6.7419334575e+58   5.3302076290e-31   3.0853776328e-14  -2.3989045551e+05   9.9248591688e-02 
  4.2804646902e+19   4.2744064789e+18   8.8915825262e+58   5.4690575607e-31   3.0854367145e-14  -2.6696423797e+05   9.9248591688e-02 
  4.7697449897e+19   4.8928029949e+18   1.2602241463e+59   5.6317587235e-31   3.0855101735e-14  -2.9687947318e+05   9.9248591688e-02 
  5.2473122030e+19   4.7756721331e+18   1.5065848659e+59   5.8131953441e-31   3.0855959091e-14  -3.2836036864e+05   9.9248591688e-02 
  5.9821230321e+19   7.3481082910e+18   2.9151484460e+59   6.0550259048e-31   3.0857189775e-14  -3.6751417560e+05   9.9248591688e-02 
  7.0887088698e+19   1.1065858376e+19   5.9535745229e+59   6.4390249009e-31   3.0859541880e-14  -4.2622704975e+05   9.9248591688e-02 
  7.4933024853e+19   4.0459361555e+18   2.7034304079e+59   6.7654083922e-31   3.0861663331e-14  -4.7394520452e+05   9.9248591688e-02 
  7.8622085537e+19   3.6890606835e+18   2.7332399934e+59   6.9495585033e-31   3.0862834164e-14  -4.9772380146e+05   9.9248591688e-02 
  8.2518834061e+19   3.8967485245e+18   3.1794249301e+59   7.1500866470e-31   3.0864020715e-14  -5.2032693759e+05   9.9248591688e-02 
  8.6706024844e+19   4.1871907833e+18   3.7678149434e+59   7.3857647003e-31   3.0865317225e-14  -5.4369873651e+05   9.9248591688e-02 
  9.0575941419e+19   3.8699165747e+18   3.8216382241e+59   7.6431644306e-31   3.0866629709e-14  -5.6622041326e+05   9.9248591688e-02 
  9.5548214741e+19   4.9722733219e+18   5.4126962177e+59   7.9548021503e-31   3.0868097510e-14  -5.8985283312e+05   9.9248591688e-02 
  1.0044095486e+20   4.8927401162e+18   5.9054959681e+59   8.3305765818e-31   3.0869776612e-14  -6.1506887621e+05   9.9248591688e-02 
  1.0516060636e+20   4.7196515077e+18   6.2688647168e+59   8.7271203082e-31   3.0871430014e-14  -6.3834108768e+05   9.9248591688e-02 
