# time = 3.804925e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   4.0360528291e-31   3.2587557131e-14   0.0000000000e+00   9.9248591688e-02 
  2.5958175772e+18   4.6536579401e+17   3.2762913479e+55   4.0360528291e-31   3.2587557131e-14  -8.5730895550e+03   9.9248591688e-02 
  3.4756499734e+18   8.7983239623e+17   1.0260454571e+56   4.0363329320e-31   3.2586908979e-14  -1.4637555624e+04   9.9248591688e-02 
  4.4305195577e+18   9.5486958424e+17   1.8842247154e+56   4.0374099405e-31   3.2586414774e-14  -1.9917578636e+04   9.9248591688e-02 
  4.8836365608e+18   4.5311700317e+17   1.2359182080e+56   4.0386020471e-31   3.2586027561e-14  -1.9444149296e+04   9.9248591688e-02 
  5.2846324413e+18   4.0099588042e+17   1.3031935364e+56   4.0396869500e-31   3.2585646273e-14  -1.8173146433e+04   9.9248591688e-02 
  5.9853926802e+18   7.0076023894e+17   2.7998091506e+56   4.0421063095e-31   3.2585343459e-14  -1.6342479535e+04   9.9248591688e-02 
  6.6254323511e+18   6.4003967091e+17   3.2004902168e+56   4.0458969385e-31   3.2584769640e-14  -1.2976151055e+04   9.9248591688e-02 
  7.4850831130e+18   8.5965076189e+17   5.3838711398e+56   4.0514404050e-31   3.2584148352e-14  -9.1453280507e+03   9.9248591688e-02 
  8.3216897584e+18   8.3660664536e+17   6.5729896103e+56   4.0587813913e-31   3.2583453689e-14  -4.0520295417e+03   9.9248591688e-02 
  9.3686206070e+18   1.0469308487e+18   1.0304940823e+57   4.0682812541e-31   3.2582647905e-14   2.6734022278e+03   9.9248591688e-02 
  1.0454904882e+19   1.0862842754e+18   1.3424237713e+57   4.0805881747e-31   3.2581702423e-14   1.0622110066e+04   9.9248591688e-02 
  1.1738626632e+19   1.2837217493e+18   1.9886468764e+57   4.0958983551e-31   3.2580788129e-14   1.9463423140e+04   9.9248591688e-02 
  1.3117474527e+19   1.3788478957e+18   2.6790295386e+57   4.1150879162e-31   3.2579706833e-14   2.9562707506e+04   9.9248591688e-02 
  1.4694836463e+19   1.5773619355e+18   3.8372560088e+57   4.1386097124e-31   3.2578530062e-14   4.1124537534e+04   9.9248591688e-02 
  1.6472762967e+19   1.7779265038e+18   5.4317678109e+57   4.1677842895e-31   3.2577251057e-14   5.5047669392e+04   9.9248591688e-02 
  1.8456984958e+19   1.9842219909e+18   7.6137380211e+57   4.2035541194e-31   3.2575936920e-14   7.1692147394e+04   9.9248591688e-02 
  2.0696552808e+19   2.2395678503e+18   1.0797656292e+58   4.2462420429e-31   3.2574690523e-14   9.1737850143e+04   9.9248591688e-02 
