# time = 3.385060e+15 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543150e+55   3.2899339710e-31   2.7826947592e-14   0.0000000000e+00   9.9248591688e-02 
  2.7177871595e+18   5.8733537634e+17   4.3583633732e+55   3.2899339710e-31   2.7826947592e-14   1.2872600354e+04   9.9248591688e-02 
  3.6740098472e+18   9.5622268768e+17   1.2364676712e+56   3.2902105555e-31   2.7827181975e-14   2.4498374359e+04   9.9248591688e-02 
  4.6899530562e+18   1.0159432090e+18   2.2437483651e+56   3.2912191057e-31   2.7827212460e-14   3.9641284146e+04   9.9248591688e-02 
  5.1958573687e+18   5.0590431248e+17   1.5546110972e+56   3.2922561326e-31   2.7827271865e-14   4.9117998284e+04   9.9248591688e-02 
  5.6392805723e+18   4.4342320363e+17   1.6363626741e+56   3.2933703141e-31   2.7827333320e-14   5.4358671023e+04   9.9248591688e-02 
  6.3869680876e+18   7.4768751524e+17   3.4016494418e+56   3.2955746468e-31   2.7827404231e-14   6.0725986628e+04   9.9248591688e-02 
  7.0800208749e+18   6.9305278737e+17   3.9522137859e+56   3.2990600997e-31   2.7827462232e-14   6.8237434932e+04   9.9248591688e-02 
  7.9983867940e+18   9.1836591905e+17   6.5676994878e+56   3.3037492661e-31   2.7827478819e-14   7.6444160621e+04   9.9248591688e-02 
  8.9000310073e+18   9.0164421328e+17   8.0963467686e+56   3.3102098980e-31   2.7827463218e-14   8.5569848455e+04   9.9248591688e-02 
  1.0019341026e+19   1.1193100188e+18   1.2601437869e+57   3.3185797157e-31   2.7827423970e-14   9.4867709732e+04   9.9248591688e-02 
  1.1185804502e+19   1.1664634760e+18   1.6494583756e+57   3.3294531747e-31   2.7827326115e-14   1.0368558181e+05   9.9248591688e-02 
  1.2558763501e+19   1.3729589993e+18   2.4345557346e+57   3.3431263870e-31   2.7826957458e-14   1.1132722660e+05   9.9248591688e-02 
  1.4035999199e+19   1.4772356981e+18   3.2857788476e+57   3.3601686281e-31   2.7826338208e-14   1.1813714105e+05   9.9248591688e-02 
  1.5722870499e+19   1.6868713000e+18   4.6981793088e+57   3.3812224215e-31   2.7825671751e-14   1.2443594075e+05   9.9248591688e-02 
  1.7621839938e+19   1.8989694387e+18   6.6403505321e+57   3.4072686219e-31   2.7824986754e-14   1.3187312159e+05   9.9248591688e-02 
  1.9739972756e+19   2.1181328175e+18   9.2987371066e+57   3.4391146091e-31   2.7824358062e-14   1.4009528117e+05   9.9248591688e-02 
  2.2127506007e+19   2.3875332511e+18   1.3162046879e+58   3.4779682530e-31   2.7823973460e-14   1.4965644370e+05   9.9248591688e-02 
