# time = 4.555020e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   1.4361269702e-29   1.2312586540e-12   0.0000000000e+00   9.7339110550e-02 
  2.8174245387e+18   6.8697275543e+17   5.3175156088e+55   1.4361269702e-29   1.2312586540e-12   1.3050227208e+05   9.7339110550e-02 
  3.4660938913e+18   6.4866935263e+17   8.0745640709e+55   1.4390507726e-29   1.2313116933e-12   2.1905012132e+05   9.7339110550e-02 
  4.1506452279e+18   6.8455133657e+17   1.2510129787e+56   1.4548131129e-29   1.2312185298e-12   3.2097950795e+05   9.7339110550e-02 
  5.1001023260e+18   9.4945709809e+17   2.5615401768e+56   1.4773932594e-29   1.2311330985e-12   4.3390289309e+05   9.7339110550e-02 
  6.2224614464e+18   1.1223591205e+18   4.5351472214e+56   1.5144317081e-29   1.2310794860e-12   5.7270561854e+05   9.7339110550e-02 
  7.5500020313e+18   1.3275405849e+18   7.9353100546e+56   1.5735805155e-29   1.2311289287e-12   7.3728042504e+05   9.7339110550e-02 
  9.7008321279e+18   2.1508300966e+18   2.0212533068e+57   1.6842366864e-29   1.2311904394e-12   9.5918871530e+05   9.7339110550e-02 
  1.2861441053e+19   3.1606089252e+18   5.0876576414e+57   1.8782379113e-29   1.2312189173e-12   1.2706943950e+06   9.7339110550e-02 
  1.6324661351e+19   3.4632202976e+18   9.3114162263e+57   2.1542631397e-29   1.2311753527e-12   1.6254999439e+06   9.7339110550e-02 
  1.9775793933e+19   3.4511325828e+18   1.4172872078e+58   2.4873649291e-29   1.2316153904e-12   1.9623724772e+06   9.7339110550e-02 
  2.3361682965e+19   3.5858890314e+18   2.1011419166e+58   2.8805343009e-29   1.2319053677e-12   2.3416553826e+06   9.7339110550e-02 
  2.7170861910e+19   3.8091789450e+18   3.0615785081e+58   3.3172875482e-29   1.2320824322e-12   2.7511167998e+06   9.7339110550e-02 
