# time = 1.399394e+14 [s] 
# r                  dr                 dV                 Density            Pressure           Velocity           Z
  2.1304517832e+18   2.1304517832e+18   4.0504543152e+55   1.3222473578e-27   7.4332060155e-16   0.0000000000e+00   2.0000000000e-02 
  1.8985289420e+19   1.6854837637e+19   2.8623725174e+58   1.3222473578e-27   7.4332060155e-16   1.0000068084e+08   2.0000000000e-02 
  2.3419782434e+19   4.4344930134e+18   2.5142571961e+58   1.0417186213e-27   5.0005183235e-16   1.0000179495e+08   2.0000000000e-02 
  2.7842977071e+19   4.4231946367e+18   3.6607184843e+58   7.1124786186e-28   2.6510119103e-16   1.0000381117e+08   2.0000000000e-02 
  3.2218711161e+19   4.3757340900e+18   4.9677937389e+58   5.3968794416e-28   1.0106593569e-15   9.9804185888e+07   2.0000000000e-02 
  3.5940978486e+19   3.7222673258e+18   5.4380621606e+58   5.5847819869e-28   1.1705746018e-13   9.1288732211e+07   2.0000000000e-02 
  3.8216480448e+19   2.2755019612e+18   3.9325390974e+58   1.0158684170e-27   1.4004915696e-12   4.8479499369e+07   2.0000000000e-02 
  3.9408104343e+19   1.1916238957e+18   2.2559100036e+58   1.3685982578e-27   2.3842266777e-12   2.5524144885e+07   2.0000000000e-02 
  4.0337014775e+19   9.2891043209e+17   1.8558872042e+58   1.4262717376e-27   2.5505006009e-12   2.3372065785e+07   2.0000000000e-02 
  4.1207198261e+19   8.7018348577e+17   1.8178727785e+58   1.4342412013e-27   2.5726870119e-12   2.2278944976e+07   2.0000000000e-02 
  4.2043982850e+19   8.3678458925e+17   1.8220444961e+58   1.4409971296e-27   2.5901514644e-12   2.1393106229e+07   2.0000000000e-02 
  4.2846299401e+19   8.0231655032e+17   1.8164544416e+58   1.4474990632e-27   2.6076122844e-12   2.0649713546e+07   2.0000000000e-02 
  4.3616210692e+19   7.6991129137e+17   1.8082468568e+58   1.4526008592e-27   2.6208030207e-12   1.9969300229e+07   2.0000000000e-02 
  4.4355556318e+19   7.3934562632e+17   1.7976048724e+58   1.4571124720e-27   2.6310211937e-12   1.9349128408e+07   2.0000000000e-02 
  4.5070334521e+19   7.1477820212e+17   1.7957958823e+58   1.4617008299e-27   2.6396401066e-12   1.8788961415e+07   2.0000000000e-02 
  4.5760957479e+19   6.9062295816e+17   1.7900709158e+58   1.4663254195e-27   2.6469340844e-12   1.8277883488e+07   2.0000000000e-02 
